Texto,Clasificacion
" Sí, se va avanzando mucho, como nunca. Se necesita fortalecer la integración y ya se está dando de manera, diría yo, natural. Se está fortaleciendo la economía en América del Norte y hay que apresurarnos para terminar de ser autosuficientes en América del Norte y pensar en ser autosuficientes en todo el continente americano, producir en América lo que consumimos, y esto implica planear de manera conjunta, que no se hacía; a diferencia de Asia, en donde tienen una planeación hacia el futuro, que ya saben qué resultados pueden lograr en el 2030, en el 40, en el 50, aquí sucedía de que no había una planeación conjunta para el desarrollo de América del Norte y menos para el desarrollo de todo el continente, aquí aplicaba el dicho de que se echa a andar la carretera y las calabazas se acomodan solas, no había planeación.",economia
"Entonces, nosotros hemos venido insistiendo en que tenemos que planear hacia adelante y tenemos que consolidar económicamente a toda la región buscando la sustitución de importaciones, desde luego con respeto a las soberanías de los países, sin injerencismos, sin prepotencia, sin hegemonías, pensando en el bienestar de nuestros pueblos.",economia
"Entonces, ya hay un nuevo ambiente en el sector empresarial, en los gobiernos, ya hay más consenso en que debemos de integrarnos a lo económico con respeto a nuestras soberanías.",economia
" No, no, no, eso es parte también de las relaciones que se tienen cuando se trata de acuerdos, de tratados.",exterior
"Claro que van a haber siempre esas diferencias, pero el presidente Biden, el primer ministro Trudeau, pues no van a defender eso, no se puede defender lo indefendible; sin embargo, pues van a seguir opositores que quisieran que no fuesen buenas las relaciones, que se presentaran conflictos.",exterior
"El domingo, que fui a la península a supervisar el tren, la verdad, la verdad, sí me reía porque estaban colocando rieles oxidados. Genial, genial. Pero es parte de lo mismo, ¿no?, que se desesperan y cualquier cosa.",economia
" Bueno, tenemos muy buena comunicación en el tema migratorio, nos hemos entendido, nos hemos ayudado mutuamente, hemos evitado dos medidas lamentables y oportunistas:",exterior
"Una, lo que tiene que ver con el tráfico de personas, la actitud de quienes trafican con migrantes, y que en algunos casos están vinculados con la delincuencia organizada, de ahí que se prefiera cuidar y mantener hasta que se busquen opciones a los migrantes que ingresan a nuestro país en el sur, porque el tránsito hacia el norte es muy riesgoso, mucho, mucho muy riesgoso, sobre todo en los estados de la frontera. Entonces, en eso hemos trabajado de manera conjunta, desalentando a estas bandas, estos grupos que cobran para introducir a migrantes a Estados Unidos pasando por México.",seguridad
"Y lo otro, que también es lamentable, bochornoso, inhumano, es que se utilice el fenómeno migratorio con propósitos políticos o electorales, esto que hacían algunos gobernantes de Estados Unidos de llevar migrantes a Washington, a Nueva York, a las casas de sus opositores, incluso hace 10 días, 15 días, con las heladas, imagínense hacer eso.",exterior
"Entonces, nosotros no podemos aceptar esa situación, nosotros tenemos cuidado muy especial en la actitud del gobierno de Texas porque, con todo respeto, el señor gobernador es muy dado a ese tipo de acciones.",exterior
"Desde hace más de 50 años no hay un plan para el desarrollo y el bienestar de los pueblos de América Latina y del Caribe. Cuando el presidente Kennedy, se puso en marcha la Alianza para el Progreso y hubo inversión con ese propósito, esto fue en los años 60 y desde entonces no ha habido ningún plan para apoyar a países con población en situación de pobreza, con problemas de desigualdad, de abandono, de marginación.",exterior
"Pues tenemos que invertir en esos países. Por eso, aún a nivel de ensayo, estamos demostrando que con nuestros recursos invertidos en El Salvador, en Honduras, pronto en Guatemala, en Belice, se están logrando los propósitos de que la gente se quede a vivir y sea feliz en donde nació, donde están sus familiares, donde están sus costumbres. Ese es nuestro planteamiento de fondo, eso es lo que vamos a tratar el día de hoy y en eso hay cada vez más coincidencias.",economia
"No hay en el presidente Biden una negativa; al contrario, coincidimos. Hace falta apurarnos para llevar a la práctica un plan con esas características. Por eso el encuentro de hoy es importante, porque ya tenemos un modelo y ya hicimos una evaluación, y podemos ir a las comunidades de El Salvador y de Honduras donde ya llevamos dos años trabajando y ahí está la prueba de lo que estamos sosteniendo. Entonces, ese es el propósito básico, fundamental.",exterior
" No, hay colaboración, y se están buscando opciones, alternativas. Por ejemplo, nosotros celebramos el que el gobierno del presidente Biden haya decidido otorgar permisos o visas temporales a hermanos venezolanos y se quiere ampliar esto en el caso de Nicaragua, de Colombia, de Haití, inclusive de Cuba, eso lo vemos bien porque ¿qué significa?, que hay un conducto, una vía para los que quieren irse a vivir y a trabajar a Estados Unidos, pues que no quede nada más el tener que atravesar México, con todos los riesgos que implica. Es una lucecita en el túnel, ya es una opción, ya es una alternativa el que hayan decidido entregar 24 mil visas o permisos. Ya nosotros aquí ya lo percibimos, porque se redujo el número de migrantes venezolanos.",exterior
"Que están haciendo su trámite; sí, puede ser, de hecho hay que simplificarlo porque es engorroso, se piden muchas cosas, pero ya hay algo que no existía, esto reciente, esto muestra que hay una voluntad para enfrentar el problema y darle cauce y que sea una migración ordenada.",exterior
"Entonces, si esto se consolida, pues va a generar una esperanza en la gente que quiere salir de su país, porque va a decir: ‘Me lleva tiempo, tengo que hacer todos estos trámites, pero ya no sólo como opción el buscar a un traficante, pagarle un dinero y arriesgarme a cruzar la frontera’. Yo veo eso bien, creo que se ha avanzado. No sé tú, cuál es tú punto de vista sobre esto, porque es muy interesante.",exterior
"Canadá tiene un sistema ejemplar de visas temporales de trabajo, y en el caso de Estados Unidos había renuencia, no se habían decidido a lo que ahora están haciendo. Es un inicio, pero, bueno, considero que puede funcionar.",exterior
"Una sobre el comportamiento en general de la migración, que tiene que ver con deportaciones. Esta.",exterior
"Otra que podemos tener sobre el incremento de migrantes de países que antes no eran los que más… No me gusta la palabra ‘expulsar’, sí, pero que eran más países centroamericanos, y cómo ahora ha ido cambiando esto.",exterior
"Y una tercera, que me gustaría que la pudieran tener, es que a partir de que Estados Unidos toma la decisión en el caso de Venezuela de otorgar estas 24 mil visas temporales o permisos, aquí en México se nos disminuye considerablemente la migración. ¿Las podemos presentar las tres?",exterior
"Este es el crecimiento general. Esta azul son extranjeros, no mexicanos; estos son mexicanos, la verde, nosotros hemos podido, esto no se veía desde hacía mucho tiempo. Esto es lo que ha crecido últimamente.",exterior
"Ahora dame la lámina por país de esto, si la tienes. ¿No la tienen? ¿Y no tienen la otra tampoco? Bueno, pero tú la puedes explicar o tú explica el caso de Venezuela, de Colombia, o sea, de esto.",exterior
"Y aquí es donde va dirigido básicamente el acuerdo del presidente Biden y ya como en noviembre, que se aplica aquí, en el caso de Venezuela hay una disminución considerable.",exterior
" Es abrir una puerta, es que no quede sólo el viacrucis de atravesar desde esos países para llegar a la frontera norte de Estados Unidos con todos los riesgos que implica.",exterior
"A nosotros nos duele mucho el número de accidentes en vehículos y la pérdida de vidas humanas por ese tipo de transporte. Entonces, entre mayor es el volumen de personas, mayor…",seguridad
"Y también tiene el presidente Biden todo nuestro apoyo, porque lo que plantea Marcelo es cierto, lo estamos viendo en la actitud de algunas autoridades en Texas. Y si ahora en la Cámara de Diputados van a utilizar este asunto con propósitos politiqueros, pues nosotros no vamos a quedarnos callados, vamos a estar informando a la gente.",exterior
"Y apoyamos nosotros estas medidas de dar opciones, de dar alternativas, que se puedan hacer los trámites sin correr el riesgo de atravesar nuestro país.",exterior
"Pero no queremos adelantarnos; ya el presidente Biden lo ha anunciado. No se entendió, creo yo, correctamente, o se malinterpretó, pero sí es algo que, nos consta, funciona porque aquí están los datos, esto que estamos hablando de los hermanos venezolanos. Y si se hace con hermanos cubanos, con hermanos ecuatorianos, nicaragüenses, con… Esto es protección de derechos humanos.",exterior
"Claro, para que esto no se dé, lo que necesitamos es que la gente pueda trabajar y ser feliz donde nació, donde están sus familiares, donde están sus costumbres, donde están sus culturas. Que la migración sea opcional, no forzosa, ese es el planteamiento nuestro, pero en tanto se convencen… Y yo aquí haría un llamado respetuoso al Congreso de Estados Unidos para que se aprueben recursos a estos planes, que no se esté nada más lucrando con estos fenómenos y menos con el dolor de la gente.",exterior
"Porque es muy fácil, ¿no?, decir: ‘El principal problema son los migrantes y aquí no los vamos a dejar pasar porque vienen a quitarnos el trabajo, y son deshonestos o traen la delincuencia’, y aprovechar el pensamiento conservador, a veces muy poco solidario, muy individualista, para sacar raja política; eso no, que nos ayuden.",exterior
"¿Cómo hasta por unanimidad en el Congreso de Estados Unidos, con todo respeto, aprueban presupuesto para la guerra y por qué no se aprueba presupuesto por unanimidad para apoyar a los pueblos que por su situación de abandono, de marginación, se ven obligados a emigrar? Esos son los temas de fondo.",economia
"La verdad, estamos muy satisfechos con la actitud del presidente Biden y pensamos que vamos a llegar a buenos acuerdos en esta bilateral.",exterior
"Se tiene que ver si fue falta de mantenimiento, si se debió a una falla eléctrica, a un acto premeditado, en fin, se tiene que saber qué sucedió, qué originó el accidente.",seguridad
"Estamos, también ahí en el caso de la ciudad, en la fiscalía, estamos pidiendo que se informe sobre el atentado a Ciro Gómez Leyva. No se nos va a olvidar eso, se tiene que seguir investigando. Y lo digo también porque quienes más nos ayudan son los ciudadanos, es la gente, siempre y, si tienen información, que nos ayuden para que salgamos todos adelante y nos cuidamos, y que haya tranquilidad, haya paz en nuestro país.",seguridad
" Yo creo que fue muy buena la respuesta y que fue un intento fallido de parte del conservadurismo brasileño, porque fue muy buena la solidaridad internacional y eso es lo que se debe de promover, fomentar, no quedarnos callados, como sucedió en el caso del Perú.",exterior
"Es que no es posible que el pueblo elija y una minoría, por intereses económicos o políticos, implemente un golpe de Estado o una destitución. Que no necesariamente ahora se hace mediante el Ejército, como era antes, el acostumbrado golpe de Estado de los militares, ahora hay otros mecanismos iguales o más perversos, porque se dan de manera soterrada, pero también causan muchísimo daño, golpes de Estado que se van preparando con estrategias mediáticas, con mucho dinero, con intervencionismo.",seguridad
"Entonces, se burla la voluntad de los ciudadanos. Cómo es posible, si hay una elección se gana limpiamente, se va a promover una rebelión. Puede haber protestas pacíficas, pero un acto así es una insinuación a que se está apostando a la inestabilidad, a enrarecer el ambiente, para que después vengan cosas peores.",seguridad
"Eso nosotros lo hemos padecido en nuestra historia. El golpe al presidente Madero pues no fue de un día para otro, ni siquiera fue la llamada, primero, Decena Trágica y la verdad fue que se trató de la quincena trágica, pero no sólo fue eso, no, desde antes venía la conspiración y la prensa jugando un papel deleznable Y la Embajada de Estados Unidos, ese embajador cuyo nombre es preferible olvidar, el peor embajador que ha tenido Estados Unidos en México en toda la historia. Pero eso venía de tiempo atrás, venía la conspiración.",seguridad
"Entonces, la respuesta ante esta situación de Brasil fue, desde mi punto de vista, muy buena, se mostró que se apuesta a la democracia de verdad, no de manera demagógica. Porque para todo se usa la democracia, pero no es auténtico, ahora sí se mostró, porque hablaba yo de que gobiernos de distintas corrientes de pensamiento, de distintos partidos, rechazaron la actitud de estos conservadores de Brasil. Y nosotros vamos a seguir apoyando al presidente Lula, es nuestro hermano.",exterior
" Hay estar pendientes, pero lo mejor es contar con el apoyo del pueblo y que en el concierto de las naciones no se permita que haya actitudes antidemocráticas.",exterior
" Pues no tengo mucha información, pero sí son intereses que hay en todos los países, es el conservadurismo que impera y que actúa de manera irresponsable.",exterior
" Kennedy al presidente López Mateos, un retrato de la época que es, bueno, se dice que es el único retrato que hay o el primer retrato del presidente Juárez, creo, de 1871, ya grande el presidente.",exterior
" Sí, sí, sí vamos a hablar de eso y de muchas otras cosas. Ahí tengo mi agenda y él trae la suya también, el presidente Biden.",exterior
"Y aprovecho para informarle a todos los ciudadanos de Tamaulipas que se está trabajando ya en la construcción de las nuevas aduanas en toda la frontera de Tamaulipas, que vamos a tener en Nuevo Laredo una aduana, un recinto muy grande, amplio, con varios cruces; que va a haber ahí una base militar y que además van a estar las oficinas nacionales de Aduana en Nuevo Laredo. Y que lo mismo estamos haciendo en todas las fronteras, digo, en todas las aduanas fronterizas. Ya se están ejerciendo fondos, recursos con ese propósito, ya se tiene un presupuesto a cargo de la Secretaría de la Defensa.",exterior
" Con todo respeto: en el tiempo que llevamos hemos descubierto y clausurado 10 túneles en la frontera, porque es su obsesión, en el muro.",exterior
"Todos los presidentes de Estados Unidos de los últimos tiempos, con excepción del presidente Biden, han construido muros en la frontera y no se ha resuelto el problema, porque no hay que construir muros, lo que hay que hacer es garantizar el bienestar de la gente que por necesidad emigra.",exterior
"Para empezar, Texas pertenecía a nuestro país. Ahora sí que como lo dice el corrido de Los Tigres del Norte, el corrido de Los Tigres del Norte: ‘Yo no crucé la frontera, la frontera me cruzó’. Texas era de México, pertenecía a Coahuila. Nuestro gran héroe Ignacio Zaragoza nació en lo que hoy es Texas, pero era en ese entonces México, el que encabezó a las fuerzas nacionales para expulsar a los invasores franceses. Yo creo que sí debe de conocer él esa historia.",exterior
"Y que no sigan con actos, la verdad, inhumanos de estar mandando migrantes a Nueva York, a Washington en tiempos de heladas, que eso no se hace.",exterior
"Eso es lo que le puedo decir, con todo respeto. Pero sí, él tiene esa actitud ahí en Texas.",exterior
" Se va a llegar a concretar porque es que los mexicanos que están en Texas, que están en California, son muchos. Ayer me daba un dato el presidente Biden: de cada 100 niños que están inscritos en escuelas básicas de nivel de primaria, de cada 100, 24 hablan español en Estados Unidos.",exterior
"Entonces, tenemos que hablar mucho con nuestros paisanos sobre este tema, que hay que buscar que se respete al migrante. Esa gran nación que se hizo con migrantes, se construyó con migrantes.",seguridad
" Es que ya lo están haciendo. Y a lo mejor el… Bueno, debe saberse, son 40 millones de mexicanos que están en Estados Unidos y nuestros hermanos puertorriqueños, que es la segunda población hispana, con cinco millones, los mexicanos 40 millones, nuestros hermanos cubanos cuatro millones y resulta que nuestros hermanos, sobre todo cubanos, tienen una gran influencia en el Congreso y deciden cosas, muchas veces en contra de sus pueblos; por ejemplo, el no defender que se quite el bloqueo a Cuba, sino al contrario, promover el bloqueo nada más porque tienen diferencias de tipo políticas o ideológicas.",exterior
"¿Y qué? ¿No importa el pueblo? ¿No un bloqueo lo que hace es afectar a un pueblo? ¿No es la violación flagrante a derechos humanos? ¿Quién tiene la autoridad o quién le da autoridad a un país para bloquear a otro? ¿Cómo?, si no estamos en el medioevo. ¿Qué, no somos libres?",seguridad
